tf,importance_mean,rank
NOTCH1,0.0006726164797190436,136
UTF1,0.000672596089040753,137
GATA1,0.00067015262450723,138
ATF3,0.0006693870607595079,139
CUX1,0.0006673009164373842,140
VDR,0.0006655803431110116,141
HOXA9,0.0006648721350343708,142
SMAD5,0.0006638351301124644,143
HIF1A,0.0006552910682110065,144
HOXD13,0.0006543313742661143,145
SKIL,0.0006539291432339021,146
E2F2,0.0006528218701202456,147
FOXM1,0.0006527665083205758,148
NFKBIZ,0.0006522604148675314,149
XBP1,0.0006522027405287989,150
ELK3,0.0006514367797728593,151
ZIC2,0.000649625507128693,152
LHX2,0.0006487958136417684,153
GSC,0.0006464705902269061,154
STAT1,0.0006449684271611852,155
NR0B2,0.0006406701711581043,156
LYL1,0.0006402901285858234,157
AHRR,0.000639909884987653,158
SMAD4,0.0006383719828039775,159
NKRF,0.0006378104755475016,160
PREB,0.0006370217823848978,161
ZKSCAN7,0.0006352491346233639,162
NPAS2,0.0006302800639153274,163
PITX1,0.0006289564291336953,164
ETS2,0.0006288688894004956,165
PHOX2B,0.0006283505569599308,166
HOXA10,0.0006270403502474602,167
SMAD7,0.0006265330762629721,168
MAF,0.0006161885878072733,169
MAZ,0.0006147515753351593,170
KAT5,0.0006129045556476877,171
JUN,0.0006083595420179653,172
SOX5,0.0005976866558546934,173
FIGLA,0.0005975615957030448,174
IRF4,0.0005963992912945811,175
MECOM,0.0005954412183310717,176
LMX1B,0.0005935244375216301,177
HIVEP2,0.0005926652531453522,178
NACC1,0.000589371711006,179
ETV3,0.0005892034417532462,180
PRDM16,0.0005875123473136531,181
WT1,0.0005795486574766762,182
SUPT20H,0.0005782476274555048,183
NCOR1,0.0005781664729676612,184
SCX,0.0005753742807566155,185
PGR,0.0005674314703686501,186
ARID5B,0.0005671397806453928,187
PAX4,0.0005657316388199737,188
EOMES,0.0005613346405549568,189
IRF7,0.0005609964706019872,190
E2F7,0.0005574120443932109,191
HOXA1,0.0005558041505633864,192
WWTR1,0.0005535214325832247,193
POU3F1,0.000552359526326737,194
PRDM2,0.0005499432128283044,195
TCF20,0.0005499136621534544,196
TWIST2,0.0005495624189996196,197
CREB1,0.0005424085705575029,198
ARID1B,0.0005380520955213797,199
TBX10,0.00053519441837235,200
HOXD10,0.0005330300950156401,201
NAB2,0.0005323820305420668,202
ZHX2,0.0005304458987032403,203
MITF,0.0005299351831843413,204
SMARCA4,0.0005272604653741423,205
CREB5,0.0005270111969090949,206
NKX3-1,0.0005240529094959184,207
ZNF148,0.0005216036623261806,208
PITX3,0.0005213051793389516,209
TRIM28,0.0005209761482850203,210
CREBZF,0.0005206118222083729,211
HOXA2,0.0005204843103966238,212
RORB,0.0005179786726192547,213
GATA4,0.0005170517546447985,214
ZFP42,0.0005164644189996827,215
DBP,0.0005136095662278835,216
DMAP1,0.000501438208823057,217
PLAGL1,0.000494305503073547,218
ARNT,0.0004887660266886638,219
FOXC2,0.00048630540766570255,220
AP1,0.00048323860794356955,221
CEBPD,0.00048088799776684277,222
NKX6-3,0.00047918026211846154,223
NCOA1,0.0004764735788767487,224
AR,0.000469857078683438,225
SIX4,0.000467586803675989,226
ZBTB4,0.0004647884746770036,227
SIX1,0.0004618428636769584,228
GLI2,0.00046085504767357963,229
BATF,0.00046002311015317076,230
PBX2,0.0004553825056339547,231
SALL2,0.0004551790365384835,232
TCF7,0.00045486693764387656,233
HHEX,0.0004528297091300456,234
FOSL2,0.00044716143302001444,235
NEUROD2,0.0004455842025284558,236
BRD4,0.0004449351911744364,237
NR4A3,0.00044451416085917805,238
NR2C1,0.0004435637174262383,239
ZFHX3,0.0004429961901829908,240
HDAC3,0.0004372711823772547,241
E2F4,0.0004364648358535884,242
PLAGL2,0.00043594556077688606,243
ESR2,0.00043504628419296665,244
KDM5D,0.00043431115968952793,245
NFIB,0.0004341739521061589,246
TFE3,0.00043304151635807517,247
ATF7,0.0004330135937235272,248
POU2F3,0.0004302231013615242,249
HOXB1,0.00042707813598540133,250
BARX2,0.0004260460342045531,251
CEBPZ,0.0004240005093213933,252
MLX,0.000419956148768754,253
SHOX2,0.00041938173705024053,254
MBD1,0.0004181224806512601,255
OLIG1,0.0004174012937062688,256
RARG,0.0004168941643249789,257
RXRB,0.0004160043571380701,258
STAT6,0.0004144499494755523,259
NFE2L2,0.00041437027076343924,260
CIITA,0.00041405202806675913,261
RUNX3,0.00041398981884964144,262
RFXAP,0.00041367377328718,263
NFYA,0.0004130246807797062,264
CEBPG,0.000409808527916594,265
MECP2,0.0004097530758282587,266
MAML1,0.0004092420723199294,267
SMAD9,0.0004090798178691385,268
IRF6,0.0004090557880717273,269
TBX1,0.0004088325600867282,270
ETV5,0.00040698661308796903,271
HIC1,0.000405120085416098,272
ELK4,0.00040490194388357025,273
IRF1,0.0004036041847085113,274
ELF4,0.0004034730592055976,275
LEF1,0.00040258894105963094,276
IRF5,0.00040233486543923624,277
DOT1L,0.0003985558598466896,278
SMARCB1,0.00039830925005513893,279
ATOH1,0.0003982256379885891,280
HOXC6,0.00039693758575402063,281
PPARG,0.0003967333192452894,282
