drug,n_samples,pearson_r,spearman_r,rmse
cyclocytidine,92,0.19584661150884125,0.24383891003806848,0.16451975846110123
cycloheximide,90,0.24585209430649216,0.3915462814339219,0.12962525733219638
cyclophosphamide,59,-0.22959755359917905,-0.22267679719462308,0.17548096898110818
cyclosporin-a,81,0.004958211591930586,0.05853658536585365,0.18287194374198934
cyclosporine,87,-0.02481394237124587,-0.044452139680688195,0.12578340729700607
cyclovalone,91,0.22909828073378388,0.27464564421086163,0.050092535459991934
cyclovirobuxin-d,81,0.27483405647446457,0.2458446251129178,0.1509877045496742
cyproheptadine,90,0.13353952849009107,0.14188582952627896,0.15601810004607222
cyproterone-acetate,72,0.03280404801792844,0.08627841918472029,0.11898818147499972
cyromazine,82,-0.002788118244979684,-0.01468203437054451,0.18984073237400778
cyt-997,92,0.5182005813304915,0.5782870705731855,0.1650533664576934
cyt387,84,0.09419634956821785,0.10233981962258928,0.06412453574956731
cytarabine,80,-0.154606342646257,-0.10897796530707923,0.14780370759882486
