drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
kd-023,0.00910579720413518,0.5114012734864575,3,"[np.float64(0.039176559730521004), np.float64(0.01506516461510458), np.float64(0.3364450876661292)]",0.027565038816702105
ki-8751,0.009172956523707976,0.45010491216187354,3,"[np.float64(0.010673318071427091), np.float64(0.23185052910195836), np.float64(0.08099072571431436)]",0.02771037179500092
ixazomib,0.009212629036842834,0.4335510033778152,3,"[np.float64(0.0021151350896517307), np.float64(0.5905748537154765), np.float64(0.1613229339655583)]",0.027772237950649127
linsitinib,0.009431841693135379,2.653482869940895,3,"[np.float64(0.002567925131388858), np.float64(0.1505971759166821), np.float64(0.5367974945816836)]",0.02837396035336152
axitinib,0.009521283463225783,0.3807757129314875,3,"[np.float64(0.004674384983433849), np.float64(0.28329320707989364), np.float64(0.15864617831920802)]",0.02858360408980852
semaxanib,0.009771501344901123,1.5582871569315104,3,"[np.float64(0.00031642488385396554), np.float64(0.9713447078971988), np.float64(0.7063068908685455)]",0.029274042331411853
ganetespib,0.00987683859481514,0.46791889222019606,3,"[np.float64(0.002567847032501499), np.float64(0.583303582537519), np.float64(0.14691509221982932)]",0.029528482327887413
nizatidine,0.010046403613638843,1.060416097043888,3,"[np.float64(0.0013800646467676118), np.float64(0.4062161584850219), np.float64(0.40108196446652045)]",0.029973496966877126
jib04,0.010232747128739339,0.28019104484336155,3,"[np.float64(0.07309138033297859), np.float64(0.10904197262616665), np.float64(0.028876289105745658)]",0.0304666359985305
docetaxel,0.01029182751429314,0.6720545176056953,3,"[np.float64(0.0005435582320425511), np.float64(0.9254115083565285), np.float64(0.460881271284468)]",0.030573401359167085
rs-67506,0.01031086376176471,0.7651233139911974,3,"[np.float64(0.0003202950878763596), np.float64(0.9511745463671724), np.float64(0.7627405078445681)]",0.030573401359167085
uracil,0.010430931921464714,0.7911079248441921,3,"[np.float64(0.004981895061832442), np.float64(0.09342404587944703), np.float64(0.5066510291018762)]",0.03086617278192115
daclatasvir,0.010467985735481689,1.6025959524487152,3,"[np.float64(0.001703704328341333), np.float64(0.6515227323869368), np.float64(0.21339852549656754)]",0.030899169018504653
rheochrysidin,0.010484790593010218,1.0635401048437298,3,"[np.float64(0.1582698308588859), np.float64(0.004935766668677936), np.float64(0.30384074478749273)]",0.030899169018504653
4-iodo-6-phenylpyrimidine,0.010632062276302312,0.7303935790721684,3,"[np.float64(0.00041696687674105774), np.float64(0.589246904641969), np.float64(0.9832980184248575)]",0.03126950023132001
palbociclib,0.010786167035499283,1.224118308833712,3,"[np.float64(0.0009607075642551281), np.float64(0.2568011976188358), np.float64(0.9973061187713381)]",0.031658384787763616
dirithromycin,0.010882266501052396,0.9631323223177755,3,"[np.float64(0.01754542032602312), np.float64(0.05894740973393508), np.float64(0.24059130533431067)]",0.03187578871866967
azilsartan,0.011047444201712109,0.957374891929137,3,"[np.float64(0.004992602641191009), np.float64(0.20772717648989994), np.float64(0.24456796274411097)]",0.03224309025730512
kf-38789,0.01105222720637411,0.3297472177297825,3,"[np.float64(0.002484605097327911), np.float64(0.18013879101935787), np.float64(0.5670144861930562)]",0.03224309025730512
bntx,0.011168120051794572,0.4262725341796696,3,"[np.float64(0.001211989998943008), np.float64(0.3059392782886148), np.float64(0.6935574452146404)]",0.032515633229269106
tamoxifen,0.011225003276638668,1.4836635563817164,3,"[np.float64(0.0007393885716376397), np.float64(0.4660343686174626), np.float64(0.7511577392957464)]",0.032615621970474205
cpi-1189,0.011513286735970518,1.4122450723603104,3,"[np.float64(0.013684043789283895), np.float64(0.020007082922368063), np.float64(0.9764108018244355)]",0.033386224262423526
lgx818,0.011767879521199953,0.7503771003864373,3,"[np.float64(0.04417972026505207), np.float64(0.019436842574546073), np.float64(0.3200926840525636)]",0.034056243334352664
azacitidine,0.011827574140410357,0.7116377200328627,3,"[np.float64(0.0006631602555219706), np.float64(0.5767741737113188), np.float64(0.723268001289102)]",0.03406095315479217
adarotene,0.011837287145248898,0.17957585912181284,3,"[np.float64(0.009496553018345838), np.float64(0.04077667169117448), np.float64(0.7151546020439741)]",0.03406095315479217
chloramphenicol-palmitate,0.011840124006123331,0.9884983835491439,3,"[np.float64(0.0007935592157933595), np.float64(0.857069173992639), np.float64(0.4073006219397255)]",0.03406095315479217
digitoxin,0.011880139388548705,0.5913408845836856,3,"[np.float64(0.0008792305366662546), np.float64(0.896825392470537), np.float64(0.35283078146975566)]",0.03410825733180551
sdz-wag-994,0.011987829666013528,0.6467422056258896,3,"[np.float64(0.07786284247711468), np.float64(0.006025948251120572), np.float64(0.5998126733754092)]",0.03434928619152787
oleoylethanolamide,0.012069003330607786,0.6394472683210439,3,"[np.float64(0.0008113846121495794), np.float64(0.8697422591608656), np.float64(0.40224433015641303)]",0.034513533239900133
dovitinib,0.01224139956731174,1.4190877678903353,3,"[np.float64(0.1253566589173584), np.float64(0.0030891016372488226), np.float64(0.7464187399589328)]",0.03493748555009879
fleroxacin,0.012367367804482887,1.0309817561075123,3,"[np.float64(0.03349070779865773), np.float64(0.02138958122824619), np.float64(0.4087972566797903)]",0.035227522073005384
chlorpropamide,0.012422796211698395,0.4894689421165758,3,"[np.float64(0.005609707423070685), np.float64(0.8606733961172315), np.float64(0.06100063782061301)]",0.035315886283551236
alfacalcidol,0.012519658411443424,1.3410886762836314,3,"[np.float64(0.3753485810637426), np.float64(0.0009739634980838576), np.float64(0.8136564964395975)]",0.03552146219874242
blebbistatin-(-),0.012796430822112792,0.9649208532066796,3,"[np.float64(0.0010452452298125461), np.float64(0.7648727824434189), np.float64(0.3825952066284741)]",0.03619404881546324
ci-844,0.01283041132428231,1.2672234768859643,3,"[np.float64(0.0008528151194688633), np.float64(0.48251339659991854), np.float64(0.7458547860379268)]",0.03619404881546324
asymmetrical-dimethylarginine,0.012831753311909222,0.8811609506535673,3,"[np.float64(0.000688116447521067), np.float64(0.5387241998352044), np.float64(0.8280339930469043)]",0.03619404881546324
spiradoline,0.013012365695924233,0.43572154245234046,3,"[np.float64(0.04964282893316873), np.float64(0.0385187884128683), np.float64(0.16342038702720918)]",0.036631088320580533
selamectin,0.013037325836281255,0.7786434506565976,3,"[np.float64(0.0009459294129180292), np.float64(0.5813510312179978), np.float64(0.5696423717286048)]",0.036631088320580533
belinostat,0.013234431103615107,0.2680592588147703,3,"[np.float64(0.06919803578382654), np.float64(0.07099056469829448), np.float64(0.06500395633653433)]",0.037000861813217434
mk-0773,0.013243436654080676,0.6420286987015871,3,"[np.float64(0.0070696221175361295), np.float64(0.24967276706738106), np.float64(0.1810692742064945)]",0.037000861813217434
raloxifene,0.01325742805708574,1.8166291405944786,3,"[np.float64(0.01191394301261748), np.float64(0.04578377215512787), np.float64(0.5867211614412244)]",0.037000861813217434
alisertib,0.01327121443058732,0.5114565300221006,3,"[np.float64(0.059225594478966276), np.float64(0.15340771645669865), np.float64(0.03527115936959023)]",0.037000861813217434
eptifibatide,0.013305012774436853,1.7362964999742103,3,"[np.float64(0.003937243868767347), np.float64(0.09350562913652437), np.float64(0.8732924619824508)]",0.03702375670117332
mevastatin,0.013453902523877459,0.9855407955737783,3,"[np.float64(0.002443528059244869), np.float64(0.17788699666998614), np.float64(0.7502635748055417)]",0.03736621295979018
phenelzine,0.014319263366178392,0.607590583835005,3,"[np.float64(0.024747836478322176), np.float64(0.0962265875063148), np.float64(0.14833445407688414)]",0.039693436955670756
mocetinostat,0.01438676136419581,1.0706128890307018,3,"[np.float64(0.0043052037562937035), np.float64(0.2045926402835726), np.float64(0.4034705258805087)]",0.039804290045872534
irinotecan,0.014479119526160544,0.5810780142201543,3,"[np.float64(0.0022832367554466424), np.float64(0.37638782599247234), np.float64(0.41694284083418065)]",0.03998337014189753
av-412,0.014589263715740874,2.5600419133747914,3,"[np.float64(0.12475980502505782), np.float64(0.00856376747999988), np.float64(0.33864880412354187)]",0.040210789707956274
ly456236,0.014641996470804441,0.6738470407227228,3,"[np.float64(0.09543100149324085), np.float64(0.020186876434248824), np.float64(0.1886874161382049)]",0.040279408542308034
cobicistat,0.014801207859860166,1.2382498385215959,3,"[np.float64(0.02401455287742273), np.float64(0.06210561343071915), np.float64(0.24713270868717546)]",0.04059378349784087
bephenium-hydroxynaphthoate,0.01481238264468554,0.6218491583814064,3,"[np.float64(0.0051182194454564055), np.float64(0.13156549977093332), np.float64(0.5478931165389573)]",0.04059378349784087
meglitinide,0.014921058488526762,1.4081995445438835,3,"[np.float64(0.0076539333764954415), np.float64(0.05506665405425906), np.float64(0.8836159551868622)]",0.04081431310566772
prt062607,0.014984466939994334,0.8159182069818405,3,"[np.float64(0.002642112271801844), np.float64(0.7709205086339248), np.float64(0.18384148200134082)]",0.040910422004097745
xl-647,0.01510850810325548,1.9419068301619133,3,"[np.float64(0.0296251546103073), np.float64(0.02002548614522597), np.float64(0.6379171914343689)]",0.041109300944918006
oxonic-acid,0.015114131377122586,0.5594837350621032,3,"[np.float64(0.5802612769041982), np.float64(0.0041450326241903685), np.float64(0.15742159090595662)]",0.041109300944918006
novobiocin,0.015252777741213475,1.3504843403664655,3,"[np.float64(0.0004916414189332141), np.float64(0.9426499965201043), np.float64(0.8266430772931648)]",0.04140857296723433
metaraminol,0.01550369476932445,3.867138155369295,3,"[np.float64(0.000888052967525183), np.float64(0.8423450288688882), np.float64(0.523007388119874)]",0.04201094818579116
th-302,0.01553983797800118,0.7136009194635293,3,"[np.float64(0.00041922329324966894), np.float64(0.9568329119883657), np.float64(0.978266467531507)]",0.042030178605920954
mk-8245,0.01569982044544249,1.4529074356279683,3,"[np.float64(0.13211544587028798), np.float64(0.006279812589641146), np.float64(0.4792550497695459)]",0.042383657060737476
defactinib,0.016220374212197686,0.9084332774576087,3,"[np.float64(0.02471602118308506), np.float64(0.07945609511641984), np.float64(0.21116414448276413)]",0.04370741431108017
broxaldine,0.016264631848228017,0.6173455053193397,3,"[np.float64(0.0026182822926889694), np.float64(0.3634743232031983), np.float64(0.43728252319211813)]",0.04374520870703706
parthenolide-(-),0.016398614469291917,1.0048487883401243,3,"[np.float64(0.0019267951580671434), np.float64(0.3988442193413916), np.float64(0.5472807384952765)]",0.04402373865874843
methylprednisolone,0.016581427419164574,0.8565497946497929,3,"[np.float64(0.0007088762610138525), np.float64(0.7915668215221048), np.float64(0.7603354402370346)]",0.04443208421394655
tg-100572,0.01684298385685845,1.6634203711655957,3,"[np.float64(0.005551884224876682), np.float64(0.4487499734114433), np.float64(0.1747415224174375)]",0.04504953353211493
bix-02188,0.01713880820316649,0.7101854458218336,3,"[np.float64(0.004646966868032075), np.float64(0.12786144017135104), np.float64(0.7493824139703953)]",0.04575619090402566
fluvastatin,0.017175184717708403,0.7693045985153925,3,"[np.float64(0.0005868490921390841), np.float64(0.941333063783448), np.float64(0.8082269673669235)]",0.04576886240612166
bam7,0.01725078048627371,0.7688059375883595,3,"[np.float64(0.003145528769264708), np.float64(0.2733466260121937), np.float64(0.5222300740467294)]",0.04588580765374643
zk-93426,0.017603373393242028,0.6286386412140129,3,"[np.float64(0.0023789587453519785), np.float64(0.3675591696199413), np.float64(0.5271361106204324)]",0.04673776385324994
indoprofen,0.017894226900387333,0.7648523694389312,3,"[np.float64(0.0012035805781809381), np.float64(0.5697679617335649), np.float64(0.6865592929428783)]",0.04742297861696057
ranitidine,0.01810331447510527,1.4383145267126443,3,"[np.float64(0.006492320626484224), np.float64(0.1949977697592341), np.float64(0.37753519677106007)]",0.04788938947984886
temocapril,0.018227840787567118,0.6161558542447197,3,"[np.float64(0.005823716828463646), np.float64(0.4906922290316841), np.float64(0.1687469432247091)]",0.048130813174470106
venetoclax,0.01886180008448346,1.2816976256253432,3,"[np.float64(0.1560359846224692), np.float64(0.013503547330972875), np.float64(0.23923924370791216)]",0.049714070532327084
nomegestrol-acetate,0.019003421938134202,1.7881286243785317,3,"[np.float64(0.07251404209221868), np.float64(0.0542980273828009), np.float64(0.12927563782482693)]",0.04997653582296139
telotristat-ethyl,0.019030456971977694,0.7516404474736659,3,"[np.float64(0.9266611221434751), np.float64(0.000887858285237131), np.float64(0.6198120345490747)]",0.04997653582296139
pacritinib,0.01908289707744093,0.060038870522096416,3,"[np.float64(0.06069062356460119), np.float64(0.4300451723399811), np.float64(0.0196083464434957)]",0.050023463896842445
hyoscyamine,0.019445854974928567,0.8650160522022078,3,"[np.float64(0.003194690523163886), np.float64(0.3331532638971174), np.float64(0.4927602360870931)]",0.050831148363693665
lerisetron,0.01946126896578182,1.2410532345476766,3,"[np.float64(0.02832396136702621), np.float64(0.03745844359136691), np.float64(0.4948255318290907)]",0.050831148363693665
tecastemizole,0.01974894612524647,0.6596508304223652,3,"[np.float64(0.0026540574176241263), np.float64(0.9178990279465469), np.float64(0.21965303933549946)]",0.051489594672489446
dolutegravir,0.019865791920397058,1.8886970588512708,3,"[np.float64(0.0010987755825584272), np.float64(0.816390484581195), np.float64(0.6011299823572991)]",0.05170108077124918
bms-626529,0.020130739703088985,0.5499102341089047,3,"[np.float64(0.24107653485118186), np.float64(0.006229117715028458), np.float64(0.365327454019553)]",0.052296553591328114
riboflavin,0.02022177889364396,1.2361861000111374,3,"[np.float64(0.15150225134605466), np.float64(0.004743269155308854), np.float64(0.7679241785532971)]",0.052438914084413646
clobetasol-propionate,0.02028295727712892,1.2048683989683628,3,"[np.float64(0.9247538669543789), np.float64(0.0009447271386784417), np.float64(0.6341486073616748)]",0.05250346901611011
bx-912,0.02037123501149596,0.4826981526906016,3,"[np.float64(0.006679882449367521), np.float64(0.14200027561190834), np.float64(0.5873839374766885)]",0.052637816181490445
gimeracil,0.020496858273011842,1.3385109101646462,3,"[np.float64(0.0020066732769984286), np.float64(0.3008295226360612), np.float64(0.9303817279616206)]",0.05281970377085478
wz-3146,0.020514632701603586,1.8617350101132921,3,"[np.float64(0.44412518575790527), np.float64(0.0019278493405444895), np.float64(0.6567049497990343)]",0.05281970377085478
p22077,0.02079968572720059,1.4009168164372972,3,"[np.float64(0.3015482519006587), np.float64(0.004667558206400171), np.float64(0.4067367190567095)]",0.05339253698211532
